Regulator	Target	MI	pvalue
Trerf1	Unc13c	0.7424494213379894	2.1949162487544527E-5
Tsc22d3	Gm2163	1.5247109538038757	9.229284003708926E-9
Isl1	Epha7	1.7217770612725216	9.229284003708926E-9
Scand1	Fbn2	1.6774629634591003	9.044750415299063E-4
Rorb	Unc5d	1.7702643865888692	2.1949162487544527E-5
Tal1	Cd38	2.056566047438468	9.229284003708926E-9
Cux2	Myrip	1.5536232191272268	9.229284003708926E-9
Tcf15	Tc2n	1.392585181912189	2.1949162487544527E-5
Tfec	Disc1	1.9094365166860503	1.6986412276764895E-10
Casz1	Epha10	1.6784523764997281	9.044750415299063E-4
Hmga2	Gm42303	1.322444918293803	0.03263817847320993
Lef1	Adamts18	1.3238095907761562	4.737510383989729E-7
Prdm1	F730311O21Rik	2.139124155746527	9.044750415299063E-4
Erg	Abi3	2.051161220281341	4.737510383989729E-7
Zdbf2	Tg	2.045691851499869	0.03263817847320993
Lmo2	Nxpe2	1.6605686122920393	2.1949162487544527E-5
Esr1	Gm18870	1.3722101913163594	0.03263817847320993
Hlf	Cdca2	1.8164742859629546	9.229284003708926E-9
Nr5a2	Tlr8	1.7852734191068673	9.044750415299063E-4
Peg3	Iqgap3	1.6664353917920107	2.1949162487544527E-5
Zfp385b	Cacnb4	1.3400075240448757	4.737510383989729E-7
Fosb	Adh7	1.6895662300690635	1.6986412276764895E-10
Isl1	Dcstamp	2.239391736587963	1.6986412276764895E-10
Pax8	Pdzk1	2.2533166929764197	0.03263817847320993
Epas1	Atcayos	1.7549052206062121	9.044750415299063E-4
Notch1	Col15a1	1.8747474059285065	1.6986412276764895E-10
Egr3	Gfra3	1.3892873599329014	4.737510383989729E-7
Tbx5	Rasl12	1.6248157356955297	9.229284003708926E-9
Rorb	Gm15675	1.6561302206264414	4.737510383989729E-7
Maf	Gjb1	1.687166382886284	2.1949162487544527E-5
Hnf4a	5430431A17Rik	2.3696966868684153	9.044750415299063E-4
Lmo2	Srgap1	1.7992951903610765	4.737510383989729E-7
Gli2	Igfn1	2.334266626336849	9.044750415299063E-4
Sox10	Cldn5	1.8960524647972938	1.6986412276764895E-10
Hlf	Ndc80	1.9927727813268903	1.6986412276764895E-10
Prdm16	Snca	1.1139587475279402	9.044750415299063E-4
Runx3	Gm16014	2.2104950694424192	9.229284003708926E-9
Pax5	Cd22	1.492202039671054	1.6986412276764895E-10
Mafb	Nxn	0.924230766098206	2.1949162487544527E-5
Irx3	Lrr1	1.9858649046318901	0.03263817847320993
Lmo2	Sh2d4b	1.5108064399440704	0.03263817847320993
Myt1l	Il20ra	2.0157548972177897	1.6986412276764895E-10
E2f7	H2-D1	1.557968814009611	0.03263817847320993
Mlxipl	Pnpla3	1.8160576145128036	1.6986412276764895E-10
Irx3	Art1	2.037542917745344	0.03263817847320993
Vav1	Milr1	2.0785258531185025	1.6986412276764895E-10
Prdm1	Wnt2	1.791155489105165	1.6986412276764895E-10
Nkx2-2	Glt1d1	2.222558069419392	2.1949162487544527E-5
Gli1	Bmp6	1.143422771886966	0.03263817847320993
Runx1t1	Il1r1	1.7842434048068518	9.044750415299063E-4
Gli1	Vgll4	1.5683419433706818	1.6986412276764895E-10
Vav1	Ankrd33b	2.157649398314301	1.6986412276764895E-10
Rbpj	Nrgn	1.8160381909752943	9.044750415299063E-4
Zfp385b	Hamp	1.5260892390518297	1.6986412276764895E-10
Cux2	9930111J21Rik1	1.5141933302029227	2.1949162487544527E-5
Wt1	Gm28653	1.6747887249960964	9.229284003708926E-9
Tcf15	Bnc1	1.5356654164261383	4.737510383989729E-7
Mafb	Car8	1.2187822844627516	9.044750415299063E-4
Zfp831	Selenbp2	2.3604132428166906	1.6986412276764895E-10
Zdhhc14	P2ry6	1.3344663184334349	0.03263817847320993
Tcf15	Ces2g	1.351597623864232	2.1949162487544527E-5
Nkx2-2	Tjp1	1.3780681164008748	2.1949162487544527E-5
Pax3	Gm13629	2.9229895350839517	9.044750415299063E-4
Hlf	Esco2	1.7735313358099014	0.03263817847320993
Sox17	Lgi2	1.5050070467018228	9.044750415299063E-4
Mecom	Tnfrsf21	1.285823573055088	2.1949162487544527E-5
Tcf15	Bmp6	1.3579696060331519	0.03263817847320993
Nkx2-2	Gclc	1.936999290820014	0.03263817847320993
Rorb	Scn2a	1.7817433503499585	9.229284003708926E-9
Tbx5	Atp1a2	1.5132243720222942	0.03263817847320993
Runx1t1	Gfpt2	1.5211277691745444	1.6986412276764895E-10
Mafb	Prrx1	1.7219612980880654	1.6986412276764895E-10
Pax5	Slfn14	1.5931229762015557	4.737510383989729E-7
Prdm16	Muc16	1.7792213830191717	9.044750415299063E-4
Meox2	Cd247	1.7091968661733667	1.6986412276764895E-10
Vav1	Pld4	2.0024465783131755	9.229284003708926E-9
Zfp385b	Fgf12	1.2447073399467183	9.229284003708926E-9
Egr3	Prl8a2	1.6898654412861702	1.6986412276764895E-10
Zmynd15	Arhgef26	1.7200683080269696	9.044750415299063E-4
Fli1	She	1.6766612884508063	9.044750415299063E-4
Tfec	Prex1	1.564366402908116	1.6986412276764895E-10
Zfp385b	Cadm2	1.4190720672053088	4.737510383989729E-7
Npas2	Col6a6	1.316826020087297	4.737510383989729E-7
Ebf1	Ipcef1	1.0254287224584935	4.737510383989729E-7
Ets2	Aim2	1.7401207089818258	4.737510383989729E-7
Mkx	Gpr158	1.6820413755410952	9.044750415299063E-4
Prdm1	Ifi203-ps	1.7687313602855674	0.03263817847320993
Nkx2-2	Dst	0.6443413808228184	0.03263817847320993
Lhx6	Irf5	1.7164610854393991	1.6986412276764895E-10
Sox11	Airn	0.7985548534153195	4.737510383989729E-7
Runx1t1	Nox4	1.7966954831665645	9.229284003708926E-9
Irx3	9930038B18Rik	1.964534808726021	0.03263817847320993
Rorb	Scn9a	1.7862085358074085	4.737510383989729E-7
Nkx2-2	Arl15	0.44040613880334456	0.03263817847320993
Tbx20	Ksr2	1.8609502338037351	9.044750415299063E-4
Gata4	Ndst3	1.4466959709120357	2.1949162487544527E-5
Meox2	Cav1	1.7234565377234161	1.6986412276764895E-10
Ebf2	Gm16263	1.6102065189217813	4.737510383989729E-7
Zdbf2	Kcnj3	1.6131445040474937	9.044750415299063E-4
Pax5	Gm8369	1.5643535809887523	1.6986412276764895E-10
Zfp804a	2610316D01Rik	1.7239414337430756	1.6986412276764895E-10
E2f7	Abcb4	1.6807065661675753	1.6986412276764895E-10
Zfp385b	Ccl19	1.433287485310709	9.044750415299063E-4
Zdbf2	Syndig1	1.5785088410784334	0.03263817847320993
Zdbf2	Kcnk6	2.0147051709262307	9.044750415299063E-4
Zc3h12d	Tlr7	1.9771562241619363	9.229284003708926E-9
Casz1	Myt1l	1.8739558391859226	2.1949162487544527E-5
Nkx2-2	Gm6980	2.6595076895620298	9.044750415299063E-4
Nkx2-2	Pcdha5	2.1195385603318426	0.03263817847320993
Nkx2-2	Pcdha3	2.2020902585494255	4.737510383989729E-7
Isl1	Gm42416	1.370778795424732	4.737510383989729E-7
Jazf1	Lpar1	1.3407985333370163	0.03263817847320993
Mkx	Gm13481	1.7608508255426627	1.6986412276764895E-10
Gli2	Myh1	2.271345029527022	9.044750415299063E-4
Vav1	Gm8995	2.2142399576821257	1.6986412276764895E-10
Myt1l	Prune2	1.624799433188116	1.6986412276764895E-10
Egr3	Samd12	1.166935320917646	2.1949162487544527E-5
Isl1	Nusap1	1.8711595626850723	1.6986412276764895E-10
Gli2	Myh7	2.1307857481894117	0.03263817847320993
Sox6	Gbe1	1.0113586395651983	9.044750415299063E-4
Pax5	Emid1	1.5202045296335416	1.6986412276764895E-10
Prdm16	Pparg	1.9001583778191247	1.6986412276764895E-10
Maf	Tnip3	1.6431441811107328	9.044750415299063E-4
Npas2	Slco1a1	1.2265698167496408	0.03263817847320993
Cers6	Myo1b	1.1181341988241198	2.1949162487544527E-5
Vav1	Ushbp1	2.1891663290120307	1.6986412276764895E-10
Nkx2-2	9530036O11Rik	2.0170067908241927	0.03263817847320993
Nr1i3	Ncapg2	1.4604998976935968	4.737510383989729E-7
Hnf1b	Upb1	2.317367849697458	0.03263817847320993
Rorb	Mmp13	1.636215549152658	0.03263817847320993
Spi1	Cyp2d37-ps	1.6259086272591645	2.1949162487544527E-5
Pax5	Lep	1.8640589495013793	1.6986412276764895E-10
Aff3	Slc40a1	1.3964190931494755	4.737510383989729E-7
Notch3	Hsd17b13	1.5498484422017067	9.229284003708926E-9
Irf4	Slc22a23	1.9222207827351099	1.6986412276764895E-10
Gli1	Tagln	2.1136473785098957	4.737510383989729E-7
Pax5	Crispld1	1.4934642819437993	2.1949162487544527E-5
Nkx2-2	Plxnb3	1.9119744879954608	4.737510383989729E-7
Pax5	Crispld2	1.5752506207709591	1.6986412276764895E-10
Runx2	Akr1c18	1.1381243476384797	4.737510383989729E-7
Hey2	Nrgn	2.244768902616045	0.03263817847320993
Slc26a3	Azgp1	1.4105793650637626	9.229284003708926E-9
St18	Lrrc25	1.4420165511854173	0.03263817847320993
Klf5	Gm42906	1.1087773084351344	1.6986412276764895E-10
Ikzf1	Lims2	1.7030323736719035	4.737510383989729E-7
Zbtb7c	Mme	1.0441090602548029	0.03263817847320993
Bcl6b	Ly9	1.7182666293152098	2.1949162487544527E-5
Notch1	Cald1	1.5228525678182652	2.1949162487544527E-5
Meox2	Car4	2.2305798616133194	1.6986412276764895E-10
Tfcp2l1	Ckm	2.298348862101721	2.1949162487544527E-5
St18	Gm12648	1.8362609586930365	9.044750415299063E-4
Tal1	Pirb	1.8116380494576845	2.1949162487544527E-5
Runx2	Vwc2	1.1092027087743568	9.044750415299063E-4
Myt1	Ecel1	2.3828067898452154	1.6986412276764895E-10
Notch3	Cyp3a25	1.5178042417984545	2.1949162487544527E-5
Trp63	Mbp	2.2815582271746293	1.6986412276764895E-10
Ahr	Gja4	1.894470364827	1.6986412276764895E-10
Maf	Bmx	1.61188848792412	1.6986412276764895E-10
Sox17	Esm1	2.2946172628558026	9.229284003708926E-9
Runx3	Itih1	1.5165874234605674	0.03263817847320993
Zfp385b	Spink13	1.4095339006026442	9.229284003708926E-9
Nr3c2	Egfem1	1.1732566348498494	2.1949162487544527E-5
Nr1h4	Gm12877	1.7212376179566937	0.03263817847320993
Nr1i3	Dpys	2.1283094240339704	2.1949162487544527E-5
Klf2	Rnase4	1.4136562321462114	4.737510383989729E-7
Bnc1	Acacb	1.4232622192460125	9.044750415299063E-4
Ets2	Arhgef26	2.0150300970043644	1.6986412276764895E-10
Atad2	Elavl2	1.5795885812569495	4.737510383989729E-7
Mlxipl	Cftr	1.4573265131307025	2.1949162487544527E-5
Pax5	Ccr2	1.7563451410689648	1.6986412276764895E-10
Irf4	Wt1os	1.5378520980108896	4.737510383989729E-7
Elk3	Sh3tc2	1.8488058990382303	9.229284003708926E-9
Runx3	Inpp5d	2.1072300246369005	2.1949162487544527E-5
Prdm1	Prkcq	2.218579965332367	4.737510383989729E-7
Zbtb7c	Met	1.0293453732156264	2.1949162487544527E-5
Bcl6b	Tal1	1.6523660960300095	4.737510383989729E-7
Prdm1	Prkch	1.965572530298477	9.044750415299063E-4
Mkx	Grin3a	1.7422812332030637	1.6986412276764895E-10
Zdbf2	Isl1	2.0131177440607497	1.6986412276764895E-10
Sox6	Gas1	1.3348298464926283	0.03263817847320993
Sox17	Esam	2.1074493719898677	0.03263817847320993
Mafb	Cd74	1.4791556343008283	4.737510383989729E-7
Arnt2	Syt17	2.135575747124048	1.6986412276764895E-10
Isl1	Bub1	2.410683957835936	9.229284003708926E-9
Mecom	Npr3	1.631437835657112	4.737510383989729E-7
Zdbf2	Olfr111	2.1384231652032697	2.1949162487544527E-5
E2f7	Dscam	1.3259250442427941	0.03263817847320993
Nkx2-2	Cacna1e	2.2170514890081208	2.1949162487544527E-5
Zbtb16	Tmem182	1.2135019851560185	1.6986412276764895E-10
Peg3	Elavl2	1.7289020909857928	2.1949162487544527E-5
Pax5	Ly9	1.6040388427045726	1.6986412276764895E-10
Tead4	Cd300lg	1.6492872411625528	0.03263817847320993
Nkx2-2	Cacna1h	1.7802830471877162	4.737510383989729E-7
Cux2	Olfr111	1.576692400413862	9.229284003708926E-9
Egr1	1700042O10Rik	1.7143590322137001	0.03263817847320993
Mkx	Necab1	1.651828332191338	0.03263817847320993
Runx1t1	Aff3	1.6657890166543388	9.229284003708926E-9
Mafb	Gm26522	2.144525256521946	1.6986412276764895E-10
Irf4	A330049N07Rik	1.141978842456402	0.03263817847320993
Zfp385b	Dnah8	1.366204218519164	9.044750415299063E-4
Elk3	Arhgap27	1.7002129496313498	9.044750415299063E-4
Gli1	Clec12a	1.6049331634700237	4.737510383989729E-7
Erg	Ctla2a	1.761643768338405	0.03263817847320993
Pbx3	Cacna1c	0.5377509428864776	9.044750415299063E-4
Pbx3	Plcb1	0.4054958210892085	9.044750415299063E-4
Gata3	Ank3	1.7999693075787042	4.737510383989729E-7
Mitf	Gm12877	1.561999658327886	0.03263817847320993
Tfcp2l1	Hnf1b	2.310340764795463	2.1949162487544527E-5
Pax3	Nr4a3	1.838786591614855	0.03263817847320993
Egr3	Gm13470	1.515382440104842	2.1949162487544527E-5
Ebf3	Timp4	1.5942257601584313	9.044750415299063E-4
Myt1l	Kcnj3	2.036677203136504	1.6986412276764895E-10
Pax3	Trim54	3.135990828174605	1.6986412276764895E-10
Zfp385b	Gabra3	1.3215514908407608	9.044750415299063E-4
Nrk	Cacna1e	1.3508692961363395	0.03263817847320993
Tfec	Synpo2	1.4935413155472217	4.737510383989729E-7
Mecom	Col1a2	1.2927059209822338	0.03263817847320993
Nr1i3	Gm32461	1.6145071882147224	1.6986412276764895E-10
Pax3	Trim63	2.671375762697789	4.737510383989729E-7
Mafb	Ccn2	1.8382398724010693	9.229284003708926E-9
Lmo2	Gm16080	1.5642996080489229	2.1949162487544527E-5
Hey2	Mmp28	1.9271144258069386	9.044750415299063E-4
Zc3h12d	Sema3f	1.6161279597027112	0.03263817847320993
Nkx2-2	Sult1d1	2.448143307267522	0.03263817847320993
Zfp385b	Gabrb2	1.2081548796971995	0.03263817847320993
Zfp385b	Gabrb1	1.3929875704412933	2.1949162487544527E-5
Casz1	Cacna1b	1.8834414331716998	4.737510383989729E-7
Nkx2-2	Tg	2.180769744407062	0.03263817847320993
Wt1	Cyp27a1	1.3452454369374198	1.6986412276764895E-10
Ebf1	Cyp2j9	1.011561469963898	0.03263817847320993
Runx1t1	4930523C07Rik	1.4066698057159117	4.737510383989729E-7
Maf	Tcf7l1	1.5655349701671333	1.6986412276764895E-10
Chd5	Adcyap1r1	2.168751371186565	4.737510383989729E-7
Runx1t1	Megf6	1.5091050933562644	0.03263817847320993
Spi1	1700042O10Rik	1.7057651798449112	2.1949162487544527E-5
Arnt2	Meg3	0.6296149827360782	0.03263817847320993
Esrrg	Arg1	0.8965439177725677	9.044750415299063E-4
Pax2	Myom2	2.5604516655834053	9.044750415299063E-4
Tfcp2l1	Gm28653	2.668858498353999	1.6986412276764895E-10
Npas3	Spag6l	1.4970291652928158	9.229284003708926E-9
Glis3	Olfr933	1.624077307197113	0.03263817847320993
Tfec	Slc39a12	1.7008471988790848	1.6986412276764895E-10
Lmo2	Irx5	1.7172054083745145	0.03263817847320993
Sox10	Gm10800	1.6712724824385181	2.1949162487544527E-5
Wt1	Col14a1	1.2378192399935644	0.03263817847320993
Isl1	Smpd3	1.7300844933153137	9.229284003708926E-9
Mafb	Siglech	1.5623240904016513	4.737510383989729E-7
Zfp804a	Elavl4	1.8795133159669541	9.229284003708926E-9
Ebf2	Adtrp	1.7873847025721905	9.229284003708926E-9
Klf5	Gm2564	1.9494748559540898	1.6986412276764895E-10
Tbx20	Dscaml1	1.9328658310387188	4.737510383989729E-7
Chd5	Nsg2	2.064404204121847	0.03263817847320993
Rorb	Gm4593	1.785047086336433	9.044750415299063E-4
Ebf3	A530065N20Rik	1.7630785886787337	0.03263817847320993
Zmynd15	Gcnt1	1.784726097611899	4.737510383989729E-7
Erg	Pik3r5	1.9554113627308514	9.044750415299063E-4
Zmynd15	Ipcef1	1.8365485459152768	9.229284003708926E-9
Nkx2-2	Mypn	2.1893988786795795	9.229284003708926E-9
Klf2	Tmem273	1.7142882467055003	1.6986412276764895E-10
Zmynd15	Col4a3	1.7263650957688301	2.1949162487544527E-5
Gli2	Col6a6	1.417716327804333	0.03263817847320993
Pax8	Hc	2.1289819972647988	2.1949162487544527E-5
E2f7	Nkd1	1.532174298942602	9.229284003708926E-9
Bcl6b	4933402J07Rik	1.7507621414723336	9.229284003708926E-9
Tcf15	Acta2	1.4904826090995318	9.229284003708926E-9
Runx1t1	Rflnb	1.5865464307753685	9.229284003708926E-9
Zmat4	Kif5c	2.0711423872305366	0.03263817847320993
Nkx2-2	F2	3.015925976525639	9.229284003708926E-9
Runx3	Gm4070	2.1079275432019875	9.229284003708926E-9
Hnf4a	Slco1b2	1.8051997098155017	2.1949162487544527E-5
Pax5	Siglecg	1.7920881922017151	1.6986412276764895E-10
Nr1i3	5830473C10Rik	2.765368956073842	1.6986412276764895E-10
Fosb	Gm21057	1.5313015095554436	0.03263817847320993
Ahr	Adgre5	1.859653780393853	1.6986412276764895E-10
Ahr	Adgre4	1.7249926542001028	1.6986412276764895E-10
Tsc22d3	Fa2h	1.3473272268853933	1.6986412276764895E-10
Zdhhc14	Slc39a12	1.381761245572515	2.1949162487544527E-5
Ikzf3	Cd163	2.0313595704753973	1.6986412276764895E-10
Tfec	Slc9a9	1.6082907699324114	4.737510383989729E-7
Maf	Pawr	1.6667732599863723	1.6986412276764895E-10
Mafb	Ltf	1.5832665613710464	9.044750415299063E-4
Zdhhc14	Ptpro	1.4441037985398721	9.229284003708926E-9
Nkx2-2	Sult2a5	2.2499069129005256	9.229284003708926E-9
Zmynd15	Ltbp1	1.716471240580879	4.737510383989729E-7
Cux2	Gm12877	1.4919412332026123	0.03263817847320993
Esr1	Ace2	1.3312418875775858	9.044750415299063E-4
Myb	Acsl5	1.8270340382176162	2.1949162487544527E-5
Spi1	Mis18bp1	1.5565060483033382	9.229284003708926E-9
Zdhhc14	Slc1a1	1.3278751228367855	9.044750415299063E-4
Klf2	S100a9	1.3868492846552911	9.044750415299063E-4
Aff3	Myl1	1.535996267514102	4.737510383989729E-7
Wt1	Thbs1	1.7226455504931983	1.6986412276764895E-10
Zc3h12d	Vsir	2.1600683161337244	0.03263817847320993
Irf4	Pck1	1.6795970821168933	1.6986412276764895E-10
Runx1t1	Hdac9	1.790821076239135	9.229284003708926E-9
Tal1	Ecscr	1.713419520962724	0.03263817847320993
Irf5	Ciita	2.031688822662554	0.03263817847320993
Klf5	Runx1	1.4997811322397454	0.03263817847320993
Irx3	2010106E10Rik	1.9852190956755038	0.03263817847320993
Notch1	Adamtsl5	1.5009232770184884	1.6986412276764895E-10
Tcf7l1	Cd244a	1.7347948353263316	1.6986412276764895E-10
Tfec	Gabrb1	1.4227631239837937	0.03263817847320993
Tfap2b	Cadm1	1.2860573271216682	0.03263817847320993
Lyl1	Vav1	2.160108898501153	9.229284003708926E-9
Gli2	Itih1	2.361683539381389	4.737510383989729E-7
Mafb	Pcdh9	1.5525761178785433	2.1949162487544527E-5
Zfp385b	Gm12648	1.3835801234001883	0.03263817847320993
E2f7	Clspn	1.8942486779474776	1.6986412276764895E-10
Ebf2	Slc1a5	2.0110272176272908	1.6986412276764895E-10
Gata4	Ttn	1.8227130630461492	9.044750415299063E-4
Zdhhc14	Gm3164	1.4136104490630215	9.229284003708926E-9
Erg	Afap1l1	1.9634688713382351	4.737510383989729E-7
Maf	Gm26883	1.4195977212311568	2.1949162487544527E-5
Gata4	Fam20a	1.4971367706821461	9.044750415299063E-4
Pou2f2	Slc7a10	1.6880827593042145	2.1949162487544527E-5
Nr5a2	Edil3	2.249730235482142	1.6986412276764895E-10
Slc26a3	Gli1	1.1548077918487827	9.044750415299063E-4
Casz1	Slc38a4	1.5962430881475507	4.737510383989729E-7
Ahr	Adamts5	1.5087650374842627	2.1949162487544527E-5
Lhx6	Ipcef1	1.8585115619131491	2.1949162487544527E-5
Ebf3	Fmo2	1.28389277832645	9.044750415299063E-4
Sox11	Vsig2	2.1356011068210985	0.03263817847320993
Pax5	Cd79a	1.4482882258265786	2.1949162487544527E-5
Prdm1	Stab1	2.1822244914218065	4.737510383989729E-7
Irx3	Afp	1.9588357546834032	0.03263817847320993
Zbtb16	Prom1	1.0748605562842357	1.6986412276764895E-10
Irx3	C1qa	1.96275914424379	2.1949162487544527E-5
Mlxipl	Gm765	1.6091844005348075	1.6986412276764895E-10
Nr3c2	Vegfc	1.212048625774366	9.044750415299063E-4
Npas3	Hist1h2an	1.5409659433320193	1.6986412276764895E-10
Npas3	Hist1h2ap	1.6249340568400945	1.6986412276764895E-10
Sox11	Nkx2-2	2.918208927958889	1.6986412276764895E-10
Wt1	Fstl1	1.1395222929060351	2.1949162487544527E-5
Zfp385b	Scd1	1.262964433083946	2.1949162487544527E-5
Mlxipl	Ace2	1.2315276140401077	0.03263817847320993
Nr5a2	Il1b	1.811409377222552	0.03263817847320993
Rorb	Stxbp5l	1.6115447548757327	2.1949162487544527E-5
Prdm1	C3ar1	2.0109628002825537	4.737510383989729E-7
Nkx2-2	Bc1	1.9845809889393027	9.229284003708926E-9
Cbfa2t3	Klf2	1.726229436368234	0.03263817847320993
Rorb	Khdrbs2	1.6592997153990419	9.229284003708926E-9
Nr5a2	Il33	2.0301176035526085	1.6986412276764895E-10
Mlxipl	Pon1	1.4797754581678642	4.737510383989729E-7
Gata3	C130073E24Rik	2.2779865755235322	1.6986412276764895E-10
Npas3	Hist1h2ae	1.6153830805750993	1.6986412276764895E-10
Zc3h12d	Rhoj	2.096803812149621	4.737510383989729E-7
Arnt2	Slc38a11	2.0083050391151853	0.03263817847320993
Zmat4	Gucy1a1	1.6322822466910545	0.03263817847320993
Npas3	Hist1h2ai	1.4609752484931504	2.1949162487544527E-5
Npas3	Hist1h2ah	1.4787102372436909	4.737510383989729E-7
Nkx2-2	Cyp2s1	2.6740428997383163	4.737510383989729E-7
Npas3	Hist1h2ab	1.4918724908265015	0.03263817847320993
Bnc1	Cidec	1.7851640900570078	9.229284003708926E-9
Egr3	Sgcz	1.516142376524956	0.03263817847320993
Tfec	Serpine1	1.3722381215412491	1.6986412276764895E-10
Gli2	Dscam	1.4076793118028068	9.044750415299063E-4
Sox11	Nrgn	3.018190596009778	0.03263817847320993
Nr3c2	Hephl1	1.1863791383144289	9.044750415299063E-4
Zc3h12d	Apobec1	1.8695328589074502	1.6986412276764895E-10
Zmynd15	Sirpb1a	1.9283748399166392	1.6986412276764895E-10
Tsc22d3	Klra4	1.5082157810610939	0.03263817847320993
Heyl	Slc22a1	2.54222269516041	1.6986412276764895E-10
Irx3	Runx2	1.0206242846938856	0.03263817847320993
Lyl1	Apbb1ip	2.1187586123822086	1.6986412276764895E-10
Zmat4	Atp8a2	2.3810093175549025	1.6986412276764895E-10
Vav1	Ciita	1.96681242579712	4.737510383989729E-7
Chd5	Gm45881	2.167010783579253	2.1949162487544527E-5
Runx1t1	Dnah12	1.8190306742780369	4.737510383989729E-7
Lef1	Olfr111	1.2731221934218104	4.737510383989729E-7
Ets2	Hpcal1	1.714815035055548	9.229284003708926E-9
Sox11	1810064F22Rik	1.5269298383865357	0.03263817847320993
Zfp804a	Cnksr2	2.0311581582893337	1.6986412276764895E-10
Gli2	Plin2	1.8221179218289598	2.1949162487544527E-5
Cux2	Spink13	1.621290075572428	9.229284003708926E-9
Runx1t1	Postn	1.4863338982695289	9.044750415299063E-4
Tal1	Gm47405	2.0009141347758583	2.1949162487544527E-5
Trerf1	Kcnq3	0.7467257172479282	9.044750415299063E-4
Pax5	Cmtm8	1.4231228495656536	9.044750415299063E-4
Zfp462	Pgm5	0.8738345961119702	2.1949162487544527E-5
Zdbf2	Pcdh10	2.065702512647628	9.044750415299063E-4
Runx1t1	Ptafr	1.4413018606807284	9.044750415299063E-4
Mafb	Lbh	1.782730878019318	2.1949162487544527E-5
Tfap2b	Mir670hg	2.365046172198165	1.6986412276764895E-10
Meox2	Gpc3	1.4027431673853723	9.044750415299063E-4
Trp63	Itpr3	2.3491103508335107	9.044750415299063E-4
Runx2	9030624G23Rik	1.014884784429963	0.03263817847320993
Nr5a1	Gal	1.460973981021933	9.044750415299063E-4
Zmynd15	Scimp	1.8384073686170797	1.6986412276764895E-10
Maf	Dse	1.7127506078513357	4.737510383989729E-7
Zfp385b	Muc16	1.2006163902117717	0.03263817847320993
Klf2	Adam19	1.6109980783038558	0.03263817847320993
Klf2	Stk17b	1.4315220900450667	9.044750415299063E-4
Casz1	Sorcs1	1.644045631866036	9.044750415299063E-4
Lmo2	3110099E03Rik	1.654472213602355	2.1949162487544527E-5
Nr3c1	Adra1b	1.2986817530851777	2.1949162487544527E-5
Klf2	Hpgd	1.753538548960285	4.737510383989729E-7
Tfap2b	Ptprr	2.113127750906345	1.6986412276764895E-10
Zfp804a	Iigp1	1.4000971144247076	4.737510383989729E-7
Nr4a2	F2	1.9706131916746163	0.03263817847320993
Tfap2b	Wscd2	1.8748248393919849	9.044750415299063E-4
Rorb	Macrod2	1.505333571916597	1.6986412276764895E-10
Ebf1	4930402D18Rik	1.1636933903071118	1.6986412276764895E-10
Prdm1	Fam184b	1.7446304412532503	4.737510383989729E-7
Mecom	St8sia6	1.5658259034692832	4.737510383989729E-7
Mlxipl	Slc39a8	1.5856962755462238	9.229284003708926E-9
Zfp608	Gm18870	1.4006017930831745	2.1949162487544527E-5
Maf	Clec7a	1.8254142210068593	0.03263817847320993
Nrk	Plagl1	1.365108657067265	4.737510383989729E-7
Pax5	Scarf1	1.3063278579486506	0.03263817847320993
Maf	Clec9a	2.2428695814063735	1.6986412276764895E-10
Hlf	Dnajc6	1.651021045939146	2.1949162487544527E-5
Maf	B3gnt5	1.8007011690522616	0.03263817847320993
Pax8	Clec2h	1.6414250357696922	0.03263817847320993
